condicion_ocupacion,sexo,edad,nivel_educativo_cod,Lengua,Etnia,Concentracion,Socializar,Experiencia,Movilidad
OCUPADO,1,48,11,10,7,2,2,1,2
OCUPADO,2,40,8,10,7,2,2,1,2
OCUPADO,1,41,9,10,7,2,2,1,2
OCUPADO,2,39,6,10,7,2,2,1,2
OCUPADO,2,58,3,10,7,2,2,1,2
OCUPADO,2,44,9,10,6,2,2,1,2
OCUPADO,1,37,11,10,7,2,2,1,2
OCUPADO,2,45,9,10,5,2,2,1,2
OCUPADO,1,48,9,10,7,2,2,1,2
OCUPADO,1,68,9,10,8,2,2,1,2
OCUPADO,2,62,9,10,7,2,2,1,2
OCUPADO,1,40,8,10,7,2,2,1,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,2,58,9,10,7,2,2,1,2
OCUPADO,1,36,6,10,1,2,2,1,2
OCUPADO,1,29,9,10,7,2,2,1,2
OCUPADO,1,21,10,10,7,2,2,1,2
OCUPADO,1,62,10,10,7,2,2,1,2
OCUPADO,2,37,6,10,6,2,2,1,2
OCUPADO,2,50,6,10,7,2,2,1,2
OCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,2,31,6,10,7,2,2,1,2
OCUPADO,1,27,9,10,5,2,2,1,2
OCUPADO,1,61,6,10,7,2,2,1,2
OCUPADO,1,38,11,10,7,2,2,1,2
OCUPADO,1,28,11,10,7,2,2,1,2
OCUPADO,2,56,9,10,7,2,2,1,2
OCUPADO,2,27,9,10,1,2,2,1,2
OCUPADO,1,28,11,10,7,2,2,1,2
OCUPADO,1,37,6,10,7,2,2,1,2
OCUPADO,2,26,10,10,7,2,2,1,2
OCUPADO,1,30,9,10,7,2,2,1,2
OCUPADO,1,27,11,10,7,2,2,1,2
OCUPADO,2,49,4,1,1,2,2,1,2
OCUPADO,1,20,8,10,7,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,1,45,6,10,1,2,2,1,2
OCUPADO,1,33,6,1,1,2,2,1,2
OCUPADO,1,34,8,1,1,2,2,1,2
OCUPADO,1,53,10,10,7,2,2,1,2
OCUPADO,1,59,6,10,7,2,2,1,2
OCUPADO,1,43,6,10,5,2,2,1,2
OCUPADO,1,34,8,10,7,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
OCUPADO,1,39,11,10,7,2,2,1,2
OCUPADO,1,42,6,10,7,2,2,1,2
OCUPADO,1,45,9,10,7,2,2,1,2
OCUPADO,2,37,5,10,5,2,2,1,2
OCUPADO,2,46,6,10,7,2,2,1,2
OCUPADO,2,52,6,10,8,2,2,1,2
OCUPADO,1,27,9,10,7,2,2,1,2
OCUPADO,1,43,5,10,7,2,2,1,2
OCUPADO,1,36,4,10,5,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,1,30,11,10,7,2,2,1,2
OCUPADO,2,67,3,1,1,2,2,1,2
OCUPADO,1,32,9,10,7,2,2,1,2
OCUPADO,1,55,8,10,5,2,2,1,2
OCUPADO,1,28,10,10,7,2,2,1,2
OCUPADO,2,62,10,10,7,2,2,1,2
OCUPADO,1,32,11,10,7,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,1,67,11,10,7,2,2,1,2
OCUPADO,1,31,11,10,7,2,2,1,2
OCUPADO,2,31,8,10,7,2,2,1,2
OCUPADO,1,39,11,10,7,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,1,20,5,10,7,2,2,1,2
OCUPADO,1,31,6,10,7,2,2,1,2
OCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,1,46,5,1,1,2,2,1,2
OCUPADO,1,34,6,10,6,2,2,1,2
OCUPADO,1,42,6,10,7,2,2,1,2
OCUPADO,2,52,8,10,7,2,2,1,2
OCUPADO,1,18,6,10,7,2,2,1,2
OCUPADO,1,53,6,1,1,2,2,2,2
OCUPADO,2,57,9,10,7,2,2,1,2
OCUPADO,1,54,9,10,7,2,2,1,2
OCUPADO,1,72,6,1,7,2,2,1,2
OCUPADO,2,53,6,10,7,2,2,1,2
OCUPADO,2,41,11,10,5,2,2,1,2
OCUPADO,2,55,11,10,7,2,2,1,2
OCUPADO,1,36,5,10,7,2,2,1,2
OCUPADO,1,30,8,1,1,2,2,1,2
OCUPADO,2,25,6,10,7,2,2,1,2
OCUPADO,2,44,6,2,2,2,2,1,2
OCUPADO,1,24,6,1,1,2,2,1,2
OCUPADO,2,34,6,10,7,2,2,1,2
OCUPADO,1,48,8,10,7,2,2,1,2
OCUPADO,2,55,9,1,7,2,2,1,2
OCUPADO,2,41,5,10,7,2,2,1,2
OCUPADO,1,37,6,10,7,2,2,1,2
OCUPADO,1,41,6,10,7,2,2,1,2
OCUPADO,1,30,9,10,7,2,2,1,2
OCUPADO,1,28,6,1,7,2,2,1,2
OCUPADO,2,54,9,10,7,2,2,1,2
OCUPADO,1,25,9,10,7,2,2,1,2
OCUPADO,2,31,8,10,7,2,2,1,2
OCUPADO,2,42,6,10,7,2,2,1,2
OCUPADO,2,27,10,10,7,2,2,1,2
OCUPADO,1,33,9,10,7,2,2,1,2
OCUPADO,1,25,6,10,7,2,2,1,2
OCUPADO,2,37,11,10,7,2,2,1,2
OCUPADO,1,30,11,10,7,2,2,1,2
OCUPADO,2,41,11,10,2,2,2,1,2
OCUPADO,1,47,9,10,7,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
OCUPADO,2,63,9,1,1,2,2,1,2
OCUPADO,2,52,6,10,7,2,2,2,2
OCUPADO,1,42,9,10,7,2,2,1,2
OCUPADO,1,56,9,10,6,2,2,1,2
OCUPADO,2,23,9,10,7,2,2,1,2
OCUPADO,1,36,8,10,7,2,2,1,2
OCUPADO,1,54,6,10,7,2,2,1,2
OCUPADO,2,31,6,10,7,2,2,1,2
OCUPADO,1,45,6,10,7,2,2,1,2
OCUPADO,2,34,10,10,7,2,2,1,2
OCUPADO,1,44,6,10,7,2,2,1,2
OCUPADO,2,56,11,10,7,2,2,1,2
OCUPADO,1,28,6,10,7,2,2,1,2
OCUPADO,1,66,6,1,7,2,2,1,2
OCUPADO,2,24,9,10,7,2,2,1,2
OCUPADO,2,52,6,10,5,2,2,1,2
OCUPADO,1,25,10,10,7,2,2,1,2
OCUPADO,1,50,6,10,7,2,2,1,2
OCUPADO,2,52,6,10,7,2,2,1,2
OCUPADO,1,52,11,10,3,2,2,1,2
OCUPADO,2,57,12,10,7,2,2,1,2
OCUPADO,1,70,6,10,9,2,2,1,2
OCUPADO,2,37,6,10,7,2,2,1,2
OCUPADO,2,50,9,10,7,2,2,1,2
OCUPADO,1,67,6,10,7,2,2,1,2
OCUPADO,1,47,11,10,7,2,2,1,2
OCUPADO,2,49,12,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,1,25,9,10,5,2,2,1,2
OCUPADO,1,43,6,10,6,2,2,1,2
OCUPADO,2,66,5,10,6,2,2,1,2
OCUPADO,1,52,6,10,6,2,2,1,2
OCUPADO,1,57,8,10,7,2,2,1,2
OCUPADO,1,22,10,10,7,2,2,1,2
OCUPADO,1,64,5,10,7,2,2,1,2
OCUPADO,2,34,10,10,7,2,2,1,2
OCUPADO,1,56,9,10,7,2,2,1,2
OCUPADO,2,28,10,10,7,2,2,1,2
OCUPADO,1,60,8,10,1,2,2,1,2
OCUPADO,1,33,6,10,7,2,2,1,2
OCUPADO,1,58,9,10,7,2,2,1,2
OCUPADO,1,35,5,1,1,2,2,1,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,1,27,6,10,7,2,2,1,2
OCUPADO,2,30,11,10,7,2,2,1,2
OCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,1,44,6,10,6,2,2,1,2
OCUPADO,2,57,10,10,1,2,2,1,2
OCUPADO,1,36,11,10,7,2,2,1,2
OCUPADO,2,18,6,10,7,2,2,1,2
OCUPADO,2,43,6,10,1,2,2,1,2
OCUPADO,1,45,11,10,8,2,2,1,2
OCUPADO,1,41,8,1,7,2,2,1,2
OCUPADO,1,32,9,10,7,2,2,1,2
OCUPADO,1,42,4,10,7,2,2,1,2
OCUPADO,1,42,6,10,1,2,2,1,2
OCUPADO,1,46,8,10,7,2,2,1,2
OCUPADO,2,48,6,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,1,57,4,1,1,2,2,1,2
OCUPADO,1,59,6,10,7,2,2,1,2
OCUPADO,1,46,9,10,7,2,2,1,2
OCUPADO,2,27,6,10,7,2,2,1,2
OCUPADO,1,29,10,10,7,2,2,1,2
OCUPADO,1,77,5,10,9,2,2,1,2
OCUPADO,1,29,6,10,7,2,2,1,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,1,30,11,10,7,2,2,1,2
OCUPADO,2,38,11,10,7,2,2,2,2
OCUPADO,2,54,9,10,7,2,2,1,2
OCUPADO,2,40,8,10,7,2,2,1,2
OCUPADO,1,36,9,10,7,2,2,1,2
OCUPADO,1,48,8,10,7,2,2,1,2
OCUPADO,1,69,4,10,7,2,2,2,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,1,27,9,10,7,2,2,1,2
OCUPADO,1,23,6,10,7,2,2,1,2
OCUPADO,2,58,5,10,7,2,2,1,2
OCUPADO,1,46,5,10,7,2,2,1,2
OCUPADO,2,50,4,10,8,2,2,1,2
OCUPADO,1,59,11,10,8,2,2,1,2
OCUPADO,2,46,11,10,5,2,2,1,2
OCUPADO,2,40,5,10,7,2,2,1,2
OCUPADO,1,27,5,1,7,2,2,1,2
OCUPADO,2,21,6,10,1,2,2,1,2
OCUPADO,2,20,6,1,1,2,2,1,2
OCUPADO,2,26,11,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,2,36,11,10,7,2,2,1,2
OCUPADO,2,49,6,10,9,2,2,1,2
OCUPADO,1,59,9,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,1,2,1,2
OCUPADO,1,44,6,10,7,2,2,1,2
OCUPADO,1,29,3,1,7,2,2,1,2
OCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,1,68,6,10,7,2,2,1,2
OCUPADO,1,51,6,10,7,2,2,1,2
OCUPADO,1,49,4,1,1,2,2,1,2
OCUPADO,1,49,5,10,7,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,1,2
OCUPADO,2,41,11,10,7,2,2,1,2
OCUPADO,1,31,6,10,7,2,2,1,2
OCUPADO,1,25,5,10,7,2,2,1,2
OCUPADO,1,25,6,10,7,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,1,47,5,10,7,2,2,1,2
OCUPADO,1,39,8,10,7,2,2,1,2
OCUPADO,1,41,6,1,1,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,2,33,9,10,7,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,1,37,6,1,1,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,1,2
OCUPADO,1,45,5,10,5,2,2,1,2
OCUPADO,1,41,3,1,1,2,2,1,2
OCUPADO,1,44,4,10,1,2,2,1,2
OCUPADO,2,65,4,10,1,2,2,1,2
OCUPADO,2,39,6,10,7,2,2,1,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,1,46,5,10,7,2,2,1,2
OCUPADO,1,49,9,10,5,2,2,1,2
OCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,1,34,6,1,1,2,2,1,2
OCUPADO,2,44,6,10,7,2,2,1,2
OCUPADO,1,67,6,10,7,2,2,1,2
OCUPADO,2,36,6,10,7,2,2,1,2
OCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,1,53,6,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,2,54,6,10,8,2,2,1,2
OCUPADO,1,36,6,10,1,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
OCUPADO,1,64,9,10,7,2,2,1,2
OCUPADO,1,60,6,10,7,2,2,1,2
OCUPADO,1,41,6,10,7,2,2,1,2
OCUPADO,2,25,6,10,7,2,2,1,2
OCUPADO,2,57,9,10,7,2,2,1,2
OCUPADO,2,48,6,10,7,2,2,1,2
OCUPADO,1,33,6,10,6,2,2,1,2
OCUPADO,2,63,5,10,7,2,2,1,2
OCUPADO,1,42,10,10,8,2,2,1,2
OCUPADO,2,61,6,10,6,2,2,1,2
OCUPADO,1,34,6,1,1,2,2,1,2
OCUPADO,2,36,8,10,7,2,2,1,2
OCUPADO,1,45,3,10,7,2,2,1,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,2,2
OCUPADO,2,41,9,10,1,2,2,1,2
OCUPADO,2,46,10,10,7,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
OCUPADO,1,42,6,1,1,2,2,1,2
OCUPADO,1,56,6,10,7,2,2,1,2
OCUPADO,1,45,6,10,7,2,2,1,2
OCUPADO,1,51,6,10,7,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,1,38,6,10,8,2,2,1,2
OCUPADO,1,27,9,10,7,2,2,1,2
OCUPADO,2,31,11,10,7,2,2,1,2
OCUPADO,1,29,9,10,7,2,2,1,2
OCUPADO,1,21,6,10,5,2,2,1,2
OCUPADO,1,63,3,1,1,2,2,1,2
OCUPADO,1,56,9,10,7,2,2,1,2
OCUPADO,1,30,9,10,7,2,2,1,2
OCUPADO,1,35,8,1,7,2,2,1,2
OCUPADO,1,63,9,10,5,2,2,1,2
OCUPADO,2,51,8,10,1,2,2,1,2
OCUPADO,1,29,6,10,7,2,2,1,2
OCUPADO,1,51,5,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,1,52,8,10,7,2,2,1,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,1,45,6,10,7,2,2,1,2
OCUPADO,2,32,11,10,7,2,2,1,2
OCUPADO,1,40,9,10,7,2,2,1,2
OCUPADO,1,28,6,10,7,2,2,1,2
OCUPADO,1,59,6,10,9,2,2,1,2
OCUPADO,1,44,9,10,5,2,2,1,2
OCUPADO,2,25,10,10,7,2,2,1,2
OCUPADO,1,33,9,10,7,2,2,1,2
OCUPADO,1,23,8,10,7,2,2,1,2
OCUPADO,2,25,6,10,7,2,2,1,2
OCUPADO,2,25,9,10,7,2,2,1,2
OCUPADO,1,63,6,10,7,2,2,1,2
OCUPADO,2,31,9,10,7,2,2,1,2
OCUPADO,1,37,5,10,7,2,2,1,2
OCUPADO,1,26,8,10,7,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,1,2
OCUPADO,1,20,6,10,9,2,2,1,2
OCUPADO,1,31,6,10,7,2,2,1,2
OCUPADO,1,58,11,10,1,2,2,1,1
OCUPADO,2,63,6,10,7,2,2,1,2
OCUPADO,1,38,9,10,7,2,2,1,2
OCUPADO,1,21,6,10,7,2,2,1,2
OCUPADO,2,44,9,10,7,2,2,1,2
OCUPADO,2,42,6,10,7,2,2,1,2
OCUPADO,1,21,10,10,7,2,2,1,2
OCUPADO,1,34,10,10,6,2,2,1,2
OCUPADO,2,24,10,10,7,2,2,2,2
OCUPADO,2,36,10,10,7,2,2,1,2
OCUPADO,1,64,5,10,7,2,2,1,2
OCUPADO,2,58,5,10,7,2,2,1,2
OCUPADO,1,21,6,10,7,2,2,1,2
OCUPADO,1,32,9,10,7,2,2,1,2
OCUPADO,1,50,6,10,7,2,2,1,2
OCUPADO,2,20,10,10,7,2,2,2,2
OCUPADO,2,38,10,10,7,2,2,2,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,1,36,9,10,7,2,2,1,2
OCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,1,22,10,10,7,2,2,1,2
OCUPADO,1,61,11,10,6,2,2,1,2
OCUPADO,1,35,6,10,7,2,2,1,2
OCUPADO,2,49,6,10,7,2,2,1,2
OCUPADO,1,35,12,10,7,2,2,1,2
OCUPADO,2,40,8,10,7,2,2,1,2
OCUPADO,2,58,9,10,7,2,2,1,2
OCUPADO,2,42,11,10,9,2,2,1,2
OCUPADO,1,36,5,10,7,2,2,1,2
OCUPADO,1,38,4,1,1,2,2,1,2
OCUPADO,1,53,2,10,5,2,2,1,2
OCUPADO,2,49,5,10,7,2,2,2,2
OCUPADO,1,25,10,10,1,2,2,1,2
OCUPADO,2,49,10,10,7,2,2,1,2
OCUPADO,1,17,6,10,7,2,2,1,2
OCUPADO,1,25,5,10,7,2,2,1,2
OCUPADO,1,45,6,1,1,2,2,1,2
OCUPADO,2,44,10,10,7,2,2,1,2
OCUPADO,2,34,6,10,7,2,2,1,2
OCUPADO,1,39,6,10,1,2,2,1,2
OCUPADO,2,41,6,10,7,2,2,1,2
OCUPADO,1,40,6,1,1,2,2,1,2
OCUPADO,1,29,6,10,7,2,2,1,2
OCUPADO,1,31,6,10,5,2,2,1,2
OCUPADO,1,33,5,10,6,2,2,1,2
OCUPADO,2,32,6,10,5,2,2,1,2
OCUPADO,2,38,5,10,7,2,2,1,2
OCUPADO,1,26,6,1,1,2,2,1,2
OCUPADO,2,29,6,10,5,2,2,1,2
OCUPADO,2,58,11,10,1,2,2,1,2
OCUPADO,2,46,11,10,7,2,2,1,2
OCUPADO,2,69,4,10,7,2,2,1,2
OCUPADO,2,61,4,10,7,2,2,1,2
OCUPADO,2,49,9,10,8,2,2,1,2
OCUPADO,1,43,6,10,7,2,2,1,2
OCUPADO,2,64,6,10,7,2,2,1,2
OCUPADO,1,32,8,10,7,2,2,1,2
OCUPADO,1,40,6,1,7,2,2,1,2
OCUPADO,1,39,5,10,7,2,2,1,2
OCUPADO,1,46,5,10,7,2,2,1,2
OCUPADO,1,54,9,10,6,2,2,1,2
OCUPADO,2,29,9,10,7,2,2,1,2
OCUPADO,1,20,6,10,3,2,2,1,2
OCUPADO,2,51,9,10,7,2,2,1,2
OCUPADO,1,24,6,10,7,2,2,1,2
OCUPADO,2,63,8,10,7,2,2,2,2
OCUPADO,2,43,11,10,7,2,2,2,2
OCUPADO,1,40,10,10,9,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,2,32,9,10,7,2,2,1,2
OCUPADO,2,29,10,10,7,2,2,1,2
OCUPADO,2,68,11,10,7,2,2,1,2
OCUPADO,1,28,9,10,7,2,2,1,2
OCUPADO,2,66,11,10,7,2,2,1,2
OCUPADO,2,28,10,10,7,2,2,1,2
OCUPADO,2,35,6,10,7,2,2,1,2
OCUPADO,2,32,11,10,1,2,2,1,2
OCUPADO,2,68,6,10,7,2,2,2,2
OCUPADO,2,33,11,10,5,2,2,1,2
OCUPADO,1,44,6,10,5,2,2,1,2
OCUPADO,2,52,4,10,7,2,2,1,2
OCUPADO,1,47,8,10,7,2,2,1,2
OCUPADO,1,53,8,10,7,2,2,1,2
OCUPADO,1,24,8,10,6,2,2,2,2
OCUPADO,2,49,6,10,7,2,2,1,2
OCUPADO,1,55,11,10,7,2,2,1,2
OCUPADO,1,49,9,10,7,2,2,1,2
OCUPADO,2,40,6,10,7,2,2,1,2
OCUPADO,2,53,5,10,7,2,2,1,2
OCUPADO,1,30,9,10,7,2,2,1,2
OCUPADO,2,50,5,10,7,2,2,2,2
OCUPADO,2,67,6,10,7,2,2,1,2
OCUPADO,2,53,6,1,1,2,2,1,2
OCUPADO,2,27,5,10,7,2,2,1,2
OCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,2,48,5,1,1,2,2,1,2
OCUPADO,1,60,6,10,7,2,2,1,2
OCUPADO,1,33,6,2,2,2,2,1,2
OCUPADO,1,35,6,10,7,2,2,1,2
OCUPADO,2,51,6,10,7,2,2,1,2
OCUPADO,2,65,9,10,7,2,2,1,2
OCUPADO,2,31,9,10,7,2,2,1,2
OCUPADO,1,43,6,10,7,2,2,1,2
OCUPADO,1,30,11,10,7,2,2,1,2
OCUPADO,2,29,11,1,1,2,2,1,2
OCUPADO,2,23,6,10,7,2,2,1,2
OCUPADO,1,44,6,10,7,2,2,1,2
OCUPADO,1,39,10,10,7,2,2,1,2
OCUPADO,1,25,9,10,1,2,2,1,2
OCUPADO,1,53,6,10,7,2,2,1,2
OCUPADO,1,29,11,10,7,2,2,1,2
OCUPADO,2,20,9,10,9,2,2,2,2
OCUPADO,1,39,5,1,1,2,2,1,2
OCUPADO,2,21,9,10,7,2,2,1,2
OCUPADO,2,40,3,1,1,2,2,1,2
OCUPADO,1,61,6,10,1,2,2,1,2
OCUPADO,1,26,8,10,7,2,2,1,2
OCUPADO,1,31,6,10,7,2,2,1,2
OCUPADO,1,23,5,10,5,2,2,2,2
OCUPADO,2,48,8,10,7,2,2,1,2
OCUPADO,1,59,11,10,7,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,1,62,9,10,7,2,2,1,2
OCUPADO,1,34,11,10,7,2,2,1,2
OCUPADO,1,23,11,10,7,2,2,1,2
OCUPADO,2,34,11,10,7,2,2,1,2
OCUPADO,2,57,9,10,7,2,2,1,2
OCUPADO,1,38,8,10,5,2,2,1,2
OCUPADO,2,32,9,10,7,2,2,1,2
OCUPADO,1,45,6,10,7,2,2,1,2
OCUPADO,1,46,9,10,7,2,2,1,2
OCUPADO,1,54,6,10,7,2,2,1,2
OCUPADO,2,74,3,1,1,2,2,1,2
OCUPADO,1,68,11,10,7,2,2,1,2
OCUPADO,2,23,11,10,9,2,2,2,2
OCUPADO,2,27,11,10,1,2,2,1,2
OCUPADO,1,27,11,10,7,2,2,1,2
OCUPADO,2,43,11,10,7,2,2,1,2
OCUPADO,1,31,11,10,7,2,2,1,2
OCUPADO,1,62,9,10,7,2,2,1,2
OCUPADO,2,37,11,10,7,2,2,1,2
OCUPADO,1,40,10,10,7,2,2,1,2
OCUPADO,2,35,9,10,7,2,2,2,2
OCUPADO,2,28,11,10,1,2,2,1,2
OCUPADO,2,57,6,1,1,2,2,1,2
OCUPADO,1,26,8,10,6,2,2,1,2
OCUPADO,1,51,6,10,7,2,2,1,2
OCUPADO,1,49,9,10,7,2,2,1,2
OCUPADO,1,46,9,10,7,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,2,60,9,10,7,2,2,1,2
OCUPADO,1,42,6,10,6,2,2,1,2
OCUPADO,1,28,5,10,7,2,2,1,2
OCUPADO,1,45,6,1,1,2,2,1,2
OCUPADO,1,39,9,10,7,2,2,1,2
OCUPADO,1,39,10,10,7,2,2,1,2
OCUPADO,2,58,9,10,7,2,2,1,2
OCUPADO,2,32,10,10,7,2,2,1,2
OCUPADO,1,22,10,10,7,2,2,1,2
OCUPADO,1,59,4,10,9,2,2,1,2
OCUPADO,2,33,11,10,7,2,2,1,2
OCUPADO,2,42,5,10,7,2,2,2,2
OCUPADO,2,29,11,10,7,2,2,1,2
OCUPADO,2,31,6,10,7,2,2,1,2
OCUPADO,1,54,8,10,7,2,2,1,2
OCUPADO,2,25,6,10,7,2,2,1,2
OCUPADO,2,19,10,10,7,2,2,1,2
OCUPADO,1,33,10,10,7,2,2,1,2
OCUPADO,1,51,9,10,7,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,1,27,8,10,7,2,2,1,2
OCUPADO,1,46,6,10,5,2,2,1,2
OCUPADO,1,36,6,10,1,2,2,1,2
OCUPADO,2,36,10,10,7,2,2,1,2
OCUPADO,1,31,10,10,7,2,2,1,2
OCUPADO,2,29,9,10,7,2,2,1,2
OCUPADO,2,73,12,10,7,2,2,1,2
OCUPADO,1,22,8,10,6,2,2,1,2
OCUPADO,1,41,6,10,7,2,2,1,2
OCUPADO,1,33,11,10,7,2,2,1,2
OCUPADO,2,37,11,10,7,2,2,1,2
OCUPADO,1,42,8,10,7,2,2,1,2
OCUPADO,1,41,10,10,7,2,2,1,2
OCUPADO,1,50,5,10,6,2,2,1,2
OCUPADO,1,72,11,10,7,2,2,1,2
OCUPADO,2,37,9,10,7,2,2,1,2
OCUPADO,1,28,8,10,7,2,2,1,2
OCUPADO,1,73,12,10,7,2,2,1,2
OCUPADO,1,44,11,10,1,2,2,1,2
OCUPADO,1,41,6,10,7,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,1,2
OCUPADO,1,50,6,10,7,2,2,2,2
OCUPADO,1,50,6,10,1,2,2,1,2
OCUPADO,2,49,9,10,7,2,2,1,2
OCUPADO,2,40,11,10,7,2,2,1,2
OCUPADO,1,35,6,10,7,2,2,1,2
OCUPADO,1,23,6,10,7,2,2,1,2
OCUPADO,1,35,6,1,1,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,1,46,8,10,5,2,2,1,2
OCUPADO,1,51,6,10,7,2,2,1,2
OCUPADO,1,23,6,10,7,2,2,1,2
OCUPADO,1,63,6,10,7,2,2,1,2
OCUPADO,2,48,6,10,6,2,2,1,2
OCUPADO,2,31,9,10,7,2,2,1,2
OCUPADO,2,48,9,10,7,2,2,1,2
OCUPADO,2,35,9,10,7,2,2,1,2
OCUPADO,1,61,6,10,7,2,2,1,2
OCUPADO,2,35,8,10,8,2,2,1,2
OCUPADO,1,30,8,10,7,2,2,1,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,1,32,6,10,9,2,2,1,2
OCUPADO,1,58,3,10,7,2,2,1,2
OCUPADO,1,45,5,10,7,2,2,1,2
OCUPADO,1,46,6,10,8,2,2,1,2
OCUPADO,2,55,4,10,7,2,2,1,2
OCUPADO,1,47,8,10,7,2,2,1,2
OCUPADO,2,55,1,10,7,2,2,1,2
OCUPADO,1,24,9,10,7,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,2,38,10,10,9,2,2,1,2
OCUPADO,2,44,9,10,7,2,2,1,2
OCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,2,57,6,10,5,2,2,1,2
OCUPADO,2,28,12,10,7,2,2,1,2
OCUPADO,2,39,6,10,7,2,2,1,2
OCUPADO,2,39,6,10,7,2,2,1,2
OCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,1,27,9,1,1,2,2,1,2
OCUPADO,1,40,9,10,7,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,2,55,3,1,7,2,2,1,2
OCUPADO,1,21,6,10,7,2,2,1,2
OCUPADO,1,20,6,10,9,2,2,1,2
OCUPADO,2,28,8,10,7,2,2,1,2
OCUPADO,2,23,9,10,7,2,2,1,2
OCUPADO,1,33,10,10,9,2,2,1,2
OCUPADO,2,48,6,10,7,2,2,1,2
OCUPADO,1,57,11,10,8,2,2,1,2
OCUPADO,1,24,6,10,7,2,2,1,2
OCUPADO,1,66,9,1,1,2,2,1,2
OCUPADO,2,19,6,10,7,2,2,2,2
OCUPADO,1,31,6,10,7,2,2,1,2
OCUPADO,2,32,3,10,7,2,2,1,2
OCUPADO,1,41,10,10,7,2,2,1,2
OCUPADO,1,40,8,1,7,2,2,1,2
OCUPADO,2,61,10,10,1,2,2,1,2
OCUPADO,2,77,1,1,1,2,2,1,2
OCUPADO,1,39,11,10,7,2,2,1,2
OCUPADO,1,35,8,10,7,2,2,1,2
OCUPADO,2,53,6,10,5,2,2,1,2
OCUPADO,1,30,3,10,5,2,2,1,2
OCUPADO,1,23,11,10,1,2,2,1,2
OCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,1,45,6,1,1,2,2,1,2
OCUPADO,1,49,10,10,7,2,2,1,2
OCUPADO,2,52,5,1,1,2,2,1,2
OCUPADO,1,19,5,10,7,2,2,1,2
OCUPADO,1,38,4,10,5,2,2,1,2
